symbol,moving_average_minus_open_over_open,open_minus_moving_average_over_moving_average,date,open,high,low,close,volume,WMA_6_months,moving_average_window_months,condition,screening_rule
NVDA,,,1999-01-01,0.04,0.05,0.04,0.04,4284288000,,6,0,indicator < open
NVDA,,,1999-02-01,0.04,0.05,0.04,0.05,3146592000,,6,0,indicator < open
NVDA,,,1999-03-01,0.05,0.05,0.04,0.04,2014512000,,6,0,indicator < open
NVDA,,,1999-04-01,0.04,0.05,0.03,0.04,1767024000,,6,0,indicator < open
NVDA,,,1999-05-01,0.04,0.04,0.03,0.04,2482512000,,6,0,indicator < open
NVDA,0.035714285714285796,-0.03448275862068973,1999-06-01,0.04,0.04,0.03,0.04,2366160000,0.04142857142857143,6,0,indicator < open
NVDA,0.023809523809523864,-0.023255813953488424,1999-07-01,0.04,0.05,0.04,0.04,3764064000,0.040952380952380955,6,0,indicator < open
NVDA,0.011904761904761932,-0.011764705882352967,1999-08-01,0.04,0.06,0.04,0.06,7894800000,0.04047619047619048,6,0,indicator < open
NVDA,-0.23809523809523794,0.3124999999999998,1999-09-01,0.06,0.06,0.03,0.04,6992640000,0.04571428571428572,6,1,indicator < open
NVDA,0.11904761904761897,-0.10638297872340419,1999-10-01,0.04,0.05,0.04,0.05,7953504000,0.04476190476190476,6,0,indicator < open
NVDA,-0.06666666666666668,0.07142857142857144,1999-11-01,0.05,0.09,0.05,0.07,13917936000,0.04666666666666667,6,1,indicator < open
NVDA,-0.23129251700680284,0.3008849557522126,1999-12-01,0.07,0.1,0.07,0.1,4917552000,0.05380952380952381,6,1,indicator < open
NVDA,-0.3190476190476191,0.46853146853146854,2000-01-01,0.1,0.1,0.07,0.08,4941456000,0.0680952380952381,6,1,indicator < open
NVDA,-0.07738095238095238,0.08387096774193549,2000-02-01,0.08,0.14,0.07,0.13,9160848000,0.07380952380952381,6,1,indicator < open
NVDA,-0.29304029304029305,0.4145077720207254,2000-03-01,0.13,0.31,0.12,0.18,17552160000,0.0919047619047619,6,1,indicator < open
NVDA,-0.30532212885154064,0.4395161290322581,2000-04-01,0.17,0.23,0.12,0.19,6481728000,0.1180952380952381,6,1,indicator < open
NVDA,-0.2431077694235588,0.32119205298013226,2000-05-01,0.19,0.25,0.16,0.24,8695584000,0.14380952380952383,6,1,indicator < open
NVDA,-0.2619047619047618,0.3548387096774192,2000-06-01,0.24,0.37,0.24,0.26,13271304000,0.17714285714285716,6,1,indicator < open
NVDA,-0.2186948853615521,0.2799097065462755,2000-07-01,0.27,0.32,0.21,0.25,7280352000,0.21095238095238095,6,1,indicator < open
NVDA,-0.07619047619047625,0.08247422680412378,2000-08-01,0.25,0.34,0.22,0.33,6079248000,0.23095238095238094,6,1,indicator < open
NVDA,-0.21008403361344544,0.26595744680851074,2000-09-01,0.34,0.36,0.26,0.34,5868576000,0.26857142857142857,6,1,indicator < open
NVDA,-0.14557823129251707,0.17038216560509561,2000-10-01,0.35,0.36,0.22,0.26,8841576000,0.299047619047619,6,1,indicator < open
NVDA,0.16952380952380963,-0.14495114006514667,2000-11-01,0.25,0.33,0.15,0.17,8675472000,0.2923809523809524,6,0,indicator < open
NVDA,0.4603174603174603,-0.31521739130434784,2000-12-01,0.18,0.21,0.11,0.14,14453208000,0.26285714285714284,6,0,indicator < open
NVDA,0.6054421768707481,-0.3771186440677965,2001-01-01,0.14,0.24,0.12,0.22,10728648000,0.22476190476190475,6,0,indicator < open
NVDA,-0.019480519480519463,0.019867549668874152,2001-02-01,0.22,0.25,0.17,0.19,11644824000,0.21571428571428572,6,1,indicator < open
NVDA,0.09259259259259288,-0.08474576271186465,2001-03-01,0.18,0.3,0.17,0.27,28940472000,0.1966666666666667,6,0,indicator < open
NVDA,-0.2186948853615521,0.2799097065462755,2001-04-01,0.27,0.37,0.22,0.35,31102920000,0.21095238095238095,6,1,indicator < open
NVDA,-0.28027210884353737,0.3894139886578449,2001-05-01,0.35,0.42,0.31,0.36,28041600000,0.2519047619047619,6,1,indicator < open
NVDA,-0.19179894179894175,0.23731587561374787,2001-06-01,0.36,0.41,0.35,0.39,20156760000,0.29095238095238096,6,1,indicator < open
NVDA,-0.12355212355212354,0.1409691629955947,2001-07-01,0.37,0.38,0.28,0.34,21604512000,0.3242857142857143,6,1,indicator < open
NVDA,-0.005602240896358556,0.005633802816901421,2001-08-01,0.34,0.38,0.33,0.35,29863464000,0.3380952380952381,6,1,indicator < open
NVDA,-0.0027210884353740766,0.002728512960436489,2001-09-01,0.35,0.35,0.21,0.23,21169188000,0.34904761904761905,6,1,indicator < open
NVDA,0.38095238095238093,-0.27586206896551724,2001-10-01,0.23,0.42,0.19,0.36,26377200000,0.31761904761904763,6,0,indicator < open
NVDA,-0.0965608465608466,0.10688140556368964,2001-11-01,0.36,0.47,0.36,0.46,28734600000,0.3252380952380952,6,1,indicator < open
NVDA,-0.2042328042328043,0.25664893617021284,2001-12-01,0.45,0.59,0.44,0.56,17648640000,0.3580952380952381,6,1,indicator < open
NVDA,-0.2534013605442177,0.33940774487471526,2002-01-01,0.56,0.61,0.5,0.55,23589180000,0.41809523809523813,6,1,indicator < open
NVDA,-0.15238095238095242,0.17977528089887646,2002-02-01,0.55,0.55,0.41,0.43,30995268000,0.4661904761904762,6,1,indicator < open
NVDA,0.09302325581395357,-0.08510638297872347,2002-03-01,0.43,0.5,0.35,0.37,27269724000,0.47000000000000003,6,0,indicator < open
NVDA,0.27755102040816343,-0.2172523961661343,2002-04-01,0.35,0.37,0.25,0.29,32098620000,0.4471428571428572,6,0,indicator < open
NVDA,0.3842364532019705,-0.2775800711743772,2002-05-01,0.29,0.34,0.26,0.28,27800688000,0.4014285714285714,6,0,indicator < open
NVDA,0.3086419753086419,-0.23584905660377353,2002-06-01,0.27,0.28,0.14,0.14,28839096000,0.35333333333333333,6,0,indicator < open
NVDA,0.976190476190476,-0.4939759036144578,2002-07-01,0.14,0.19,0.09,0.09,32480220000,0.27666666666666667,6,0,indicator < open
NVDA,1.285714285714286,-0.5625000000000001,2002-08-01,0.09,0.11,0.07,0.08,24041412000,0.20571428571428574,6,0,indicator < open
NVDA,0.9226190476190477,-0.47987616099071206,2002-09-01,0.08,0.1,0.07,0.07,17827740000,0.1538095238095238,6,0,indicator < open
NVDA,0.6530612244897955,-0.3950617283950616,2002-10-01,0.07,0.1,0.06,0.1,18364572000,0.1157142857142857,6,0,indicator < open
NVDA,-0.004761904761904634,0.004784688995215182,2002-11-01,0.1,0.15,0.09,0.14,34187196000,0.09952380952380954,6,1,indicator < open
NVDA,-0.2888888888888888,0.40624999999999983,2002-12-01,0.15,0.15,0.09,0.1,21906672000,0.10666666666666667,6,1,indicator < open
NVDA,0.05238095238095236,-0.04977375565610858,2003-01-01,0.1,0.12,0.08,0.09,23529132000,0.10523809523809524,6,0,indicator < open
NVDA,0.14285714285714304,-0.12500000000000014,2003-02-01,0.09,0.11,0.08,0.11,21243756000,0.10285714285714287,6,0,indicator < open
NVDA,-0.03463203463203458,0.03587443946188336,2003-03-01,0.11,0.12,0.1,0.11,18003156000,0.1061904761904762,6,1,indicator < open
NVDA,-0.017316017316017354,0.01762114537444938,2003-04-01,0.11,0.12,0.11,0.12,12578136000,0.10809523809523809,6,1,indicator < open
NVDA,-0.07539682539682534,0.08154506437768233,2003-05-01,0.12,0.22,0.12,0.22,37281804000,0.11095238095238096,6,1,indicator < open
NVDA,-0.35714285714285726,0.5555555555555558,2003-06-01,0.22,0.23,0.18,0.19,23196180000,0.1414285714285714,6,1,indicator < open
NVDA,-0.15789473684210525,0.1875,2003-07-01,0.19,0.21,0.15,0.16,19904292000,0.16,6,1,indicator < open
NVDA,0.03571428571428562,-0.03448275862068957,2003-08-01,0.16,0.18,0.13,0.15,21743736000,0.1657142857142857,6,0,indicator < open
NVDA,0.10158730158730164,-0.0922190201729107,2003-09-01,0.15,0.18,0.13,0.13,23588952000,0.16523809523809524,6,0,indicator < open
NVDA,0.20879120879120872,-0.17272727272727267,2003-10-01,0.13,0.16,0.13,0.15,13788444000,0.15714285714285714,6,0,indicator < open
NVDA,0.025396825396825456,-0.024767801857585196,2003-11-01,0.15,0.18,0.15,0.18,17760924000,0.1538095238095238,6,0,indicator < open
NVDA,-0.12433862433862423,0.14199395770392736,2003-12-01,0.18,0.2,0.16,0.19,12347688000,0.15761904761904763,6,1,indicator < open
NVDA,-0.1547619047619049,0.18309859154929597,2004-01-01,0.2,0.22,0.18,0.19,12401580000,0.16904761904761903,6,1,indicator < open
NVDA,-0.06766917293233077,0.07258064516129024,2004-02-01,0.19,0.2,0.18,0.19,11862804000,0.17714285714285716,6,1,indicator < open
NVDA,0.005291005291005303,-0.005263157894736854,2004-03-01,0.18,0.22,0.17,0.22,13192248000,0.18095238095238095,6,0,indicator < open
NVDA,-0.11471861471861479,0.1295843520782397,2004-04-01,0.22,0.23,0.17,0.17,12362592000,0.19476190476190475,6,1,indicator < open
NVDA,0.11764705882352934,-0.1052631578947368,2004-05-01,0.17,0.2,0.17,0.2,10290336000,0.19,6,0,indicator < open
NVDA,0.0,0.0,2004-06-01,0.19,0.2,0.16,0.17,9524892000,0.19,6,0,indicator < open
NVDA,0.08123249299719881,-0.07512953367875642,2004-07-01,0.17,0.17,0.12,0.13,11743992000,0.1838095238095238,6,0,indicator < open
NVDA,0.2893772893772895,-0.22443181818181826,2004-08-01,0.13,0.13,0.08,0.1,22610472000,0.16761904761904764,6,0,indicator < open
NVDA,0.4571428571428571,-0.31372549019607837,2004-09-01,0.1,0.13,0.1,0.12,15624108000,0.1457142857142857,6,0,indicator < open
NVDA,0.11111111111111113,-0.10000000000000002,2004-10-01,0.12,0.13,0.11,0.12,16351632000,0.13333333333333333,6,0,indicator < open
NVDA,0.0476190476190475,-0.045454545454545345,2004-11-01,0.12,0.17,0.12,0.16,18380604000,0.1257142857142857,6,0,indicator < open
NVDA,-0.17559523809523805,0.2129963898916967,2004-12-01,0.16,0.21,0.16,0.2,17652936000,0.1319047619047619,6,1,indicator < open
NVDA,-0.2452380952380953,0.3249211356466878,2005-01-01,0.2,0.21,0.17,0.19,13718760000,0.15095238095238095,6,1,indicator < open
NVDA,-0.12781954887218053,0.14655172413793113,2005-02-01,0.19,0.24,0.19,0.24,17263920000,0.1657142857142857,6,1,indicator < open
NVDA,-0.20039682539682546,0.25062034739454103,2005-03-01,0.24,0.25,0.2,0.2,15128592000,0.19190476190476188,6,1,indicator < open
NVDA,0.0,0.0,2005-04-01,0.2,0.2,0.17,0.18,9788556000,0.2,6,0,indicator < open
NVDA,0.10317460317460318,-0.09352517985611511,2005-05-01,0.18,0.23,0.18,0.23,14199696000,0.19857142857142857,6,0,indicator < open
NVDA,-0.06493506493506483,0.06944444444444432,2005-06-01,0.22,0.24,0.21,0.22,16206264000,0.20571428571428574,6,1,indicator < open
NVDA,-0.045454545454545366,0.047619047619047526,2005-07-01,0.22,0.24,0.21,0.23,13622904000,0.21000000000000002,6,1,indicator < open
NVDA,-0.0600414078674949,0.06387665198237893,2005-08-01,0.23,0.26,0.23,0.26,14333544000,0.21619047619047618,6,1,indicator < open
NVDA,-0.09523809523809523,0.10526315789473684,2005-09-01,0.25,0.29,0.25,0.29,11099136000,0.2261904761904762,6,1,indicator < open
NVDA,-0.14778325123152716,0.17341040462427754,2005-10-01,0.29,0.3,0.25,0.28,9381960000,0.2471428571428571,6,1,indicator < open
NVDA,-0.06802721088435369,0.07299270072992695,2005-11-01,0.28,0.32,0.27,0.3,13110036000,0.260952380952381,6,1,indicator < open
NVDA,-0.080952380952381,0.08808290155440421,2005-12-01,0.3,0.32,0.3,0.3,7663404000,0.2757142857142857,6,1,indicator < open
NVDA,-0.06605222734254994,0.07072368421052634,2006-01-01,0.31,0.39,0.31,0.37,9519288000,0.2895238095238095,6,1,indicator < open
