symbol,moving_average_minus_open_over_open,open_minus_moving_average_over_moving_average,date,open,high,low,close,volume,SMA_6_months,moving_average_window_months,condition,screening_rule
500.PA,,,2010-06-01,13.89,0.0,0.0,13.16,0,,6,0,indicator > high
500.PA,,,2010-07-01,12.9,0.0,0.0,13.23,0,,6,0,indicator > high
500.PA,,,2010-08-01,13.36,0.0,0.0,12.94,0,,6,0,indicator > high
500.PA,,,2010-09-01,13.21,0.0,0.0,13.11,0,,6,0,indicator > high
500.PA,,,2010-10-01,13.08,0.0,0.0,13.36,0,,6,0,indicator > high
500.PA,-0.006348020911127771,0.006388575723412315,2010-11-01,13.39,0.0,0.0,14.26,0,13.305,6,1,indicator > high
500.PA,-0.07644628099173538,0.08277404921700204,2010-12-01,14.52,0.0,0.0,14.75,0,13.410000000000002,6,1,indicator > high
500.PA,-0.08166444147752566,0.08892658105161143,2011-01-01,14.98,0.0,0.0,14.77,0,13.756666666666666,6,1,indicator > high
500.PA,-0.061062737218129076,0.0650338841992629,2011-02-01,14.93,0.0,0.0,15.15,0,14.018333333333333,6,1,indicator > high
500.PA,-0.04026845637583902,0.041958041958042064,2011-03-01,14.9,0.0,0.0,14.75,0,14.299999999999999,6,1,indicator > high
500.PA,-0.01826944631248586,0.018609430300262454,2011-04-01,14.87,0.0,0.0,14.52,0,14.598333333333334,6,1,indicator > high
500.PA,0.023084025854109,-0.0225631768953069,2011-05-01,14.44,0.0,0.0,14.8,0,14.773333333333333,6,1,indicator > high
500.PA,0.023347202958853522,-0.0228145470973572,2011-06-01,14.42,0.0,0.0,14.42,0,14.756666666666668,6,1,indicator > high
500.PA,0.0035267349260523985,-0.00351434077768967,2011-07-01,14.65,0.0,0.0,14.25,0,14.701666666666668,6,1,indicator > high
500.PA,0.017177344475394703,-0.01688726608854413,2011-08-01,14.36,0.0,0.0,13.44,0,14.606666666666667,6,1,indicator > high
500.PA,0.07004470938897164,-0.06545961002785512,2011-09-01,13.42,0.0,0.0,13.4,0,14.36,6,1,indicator > high
500.PA,0.06952887537993928,-0.06500888099467146,2011-10-01,13.16,0.0,0.0,14.29,0,14.075000000000001,6,1,indicator > high
500.PA,-0.009880028228651997,0.009978617248752587,2011-11-01,14.17,0.0,0.0,14.77,0,14.030000000000001,6,1,indicator > high
500.PA,-0.04401448291468671,0.04604095159190451,2011-12-01,14.73,0.0,0.0,15.46,0,14.081666666666665,6,1,indicator > high
500.PA,-0.08042259594652872,0.08745603751465421,2012-01-01,15.46,0.0,0.0,16.01,0,14.216666666666667,6,1,indicator > high
500.PA,-0.09575795383655657,0.10589858571921366,2012-02-01,16.03,0.0,0.0,16.33,0,14.495,6,1,indicator > high
500.PA,-0.08995350717606615,0.0988449577965347,2012-03-01,16.49,0.0,0.0,16.94,0,15.006666666666668,6,1,indicator > high
500.PA,-0.08357714062804757,0.09119931893157388,2012-04-01,17.09,0.0,0.0,16.93,0,15.661666666666667,6,1,indicator > high
500.PA,-0.055100448605422264,0.05831355145009803,2012-05-01,17.09,0.0,0.0,17.02,0,16.148333333333333,6,1,indicator > high
500.PA,-0.00843373493975907,0.008505467800729074,2012-06-01,16.6,0.0,0.0,17.26,0,16.46,6,1,indicator > high
500.PA,-0.037726838586437335,0.039205955334987476,2012-07-01,17.45,0.0,0.0,18.02,0,16.791666666666668,6,1,indicator > high
500.PA,-0.048888888888888836,0.05140186915887844,2012-08-01,18.0,0.0,0.0,17.99,0,17.12,6,1,indicator > high
500.PA,-0.035793562708102085,0.037122302158273356,2012-09-01,18.02,0.0,0.0,18.07,0,17.375,6,1,indicator > high
500.PA,-0.028977482465854566,0.029842235316479764,2012-10-01,18.06,0.0,0.0,17.6,0,17.536666666666665,6,1,indicator > high
500.PA,-0.009534492428491205,0.009626274065685059,2012-11-01,17.83,0.0,0.0,17.64,0,17.66,6,1,indicator > high
