symbol,moving_average_minus_open_over_open,open_minus_moving_average_over_moving_average,date,open,high,low,close,volume,EMA_24_months,moving_average_window_months,condition,screening_rule
AAPL,0.0,0.0,1985-01-01,0.13,0.14,0.12,0.13,6366416000,0.13,24,0,indicator < close
AAPL,0.0,0.0,1985-02-01,0.13,0.14,0.11,0.11,4733388800,0.13,24,0,indicator < close
AAPL,0.1672727272727274,-0.14330218068535835,1985-03-01,0.11,0.12,0.09,0.1,4615587200,0.12840000000000001,24,0,indicator < close
AAPL,0.2612800000000001,-0.20715463655968547,1985-04-01,0.1,0.1,0.09,0.09,2868028800,0.12612800000000002,24,0,indicator < close
AAPL,0.36930844444444466,-0.26970435035495627,1985-05-01,0.09,0.1,0.08,0.08,4639129600,0.12323776000000002,24,0,indicator < close
AAPL,0.49723424000000027,-0.33210183598259163,1985-06-01,0.08,0.08,0.07,0.08,5811388800,0.11977873920000003,24,0,indicator < close
AAPL,0.45745550080000025,-0.3138727052379315,1985-07-01,0.08,0.08,0.07,0.07,2600595200,0.11659644006400002,24,0,indicator < close
AAPL,0.6124103551268574,-0.37981048259807015,1985-08-01,0.07,0.07,0.06,0.07,1818745600,0.11286872485888003,24,0,indicator < close
AAPL,0.5634175267167089,-0.3603755983853698,1985-09-01,0.07,0.08,0.07,0.07,1797196800,0.10943922687016963,24,0,indicator < close
AAPL,0.5183441245793723,-0.3413877764521725,1985-10-01,0.07,0.09,0.07,0.08,3785913600,0.10628408872055607,24,0,indicator < close
AAPL,0.30226702028639496,-0.23210832769144402,1985-11-01,0.08,0.09,0.08,0.09,2884672000,0.1041813616229116,24,0,indicator < close
AAPL,0.1449650299230964,-0.1266108799260299,1985-12-01,0.09,0.1,0.09,0.1,3571209600,0.10304685269307867,24,0,indicator < close
AAPL,0.028031044776323788,-0.027266729850967394,1986-01-01,0.1,0.11,0.1,0.1,6291801600,0.10280310447763238,24,0,indicator < close
AAPL,0.025788561194217963,-0.02514023081344858,1986-02-01,0.1,0.12,0.1,0.11,3420860800,0.1025788561194218,24,1,indicator < close
AAPL,-0.06206774881938124,0.0661750875303133,1986-03-01,0.11,0.13,0.11,0.13,4264332800,0.10317254762986806,24,1,indicator < close
AAPL,-0.18985581677324134,0.23434818234089677,1986-04-01,0.13,0.15,0.12,0.14,4462684800,0.10531874381947863,24,1,indicator < close
AAPL,-0.22790539775771193,0.29517807415805997,1986-05-01,0.14,0.17,0.13,0.17,4954051200,0.10809324431392034,24,1,indicator < close
AAPL,-0.33502479547760755,0.5038154704102593,1986-06-01,0.17,0.17,0.15,0.16,4063360000,0.11304578476880672,24,1,indicator < close
AAPL,-0.2699867375793613,0.3698381268911702,1986-07-01,0.16,0.17,0.13,0.14,5691638400,0.1168021219873022,24,1,indicator < close
AAPL,-0.152443198369157,0.17986192556750233,1986-08-01,0.14,0.17,0.14,0.17,3643516800,0.11865795222831803,24,1,indicator < close
AAPL,-0.2778510820585143,0.38475593489849685,1986-09-01,0.17,0.17,0.14,0.15,3578198400,0.12276531605005259,24,1,indicator < close
AAPL,-0.16703939489301073,0.20053696881805766,1986-10-01,0.15,0.16,0.14,0.15,2984038400,0.12494409076604839,24,1,indicator < close
AAPL,-0.20157147809522177,0.25246026734408356,1986-11-01,0.16,0.18,0.15,0.18,5206163200,0.12774856350476452,24,1,indicator < close
AAPL,-0.26706289764231467,0.36437355508847413,1986-12-01,0.18,0.2,0.17,0.18,4762576000,0.13192867842438336,24,1,indicator < close
AAPL,-0.24569786583092945,0.3257287162545113,1987-01-01,0.18,0.26,0.18,0.25,8268915200,0.1357743841504327,24,1,indicator < close
AAPL,-0.4203502663264077,0.7251797799722823,1987-02-01,0.25,0.32,0.23,0.31,6616176000,0.14491243341839807,24,1,indicator < close
AAPL,-0.4899372943712057,0.9605432605922866,1987-03-01,0.31,0.31,0.28,0.29,5959318400,0.15811943874492623,24,1,indicator < close
AAPL,-0.40046470126667094,0.6679585040493106,1987-04-01,0.28,0.36,0.28,0.35,6813161600,0.16786988364533215,24,1,indicator < close
AAPL,-0.4787420201322697,0.9184358582937204,1987-05-01,0.35,0.37,0.32,0.35,3838956800,0.1824402929537056,24,1,indicator < close
AAPL,-0.4404426585216881,0.7871269410174638,1987-06-01,0.35,0.39,0.34,0.36,3497536000,0.19584506951740915,24,1,indicator < close
AAPL,-0.41950704456662097,0.7226737906809383,1987-07-01,0.36,0.4,0.33,0.37,3070256000,0.20897746395601643,24,1,indicator < close
AAPL,-0.4003803598931483,0.6677238921356893,1987-08-01,0.37,0.48,0.36,0.48,3119300800,0.22185926683953514,24,1,indicator < close
AAPL,-0.5034479071584238,1.0138873935207593,1987-09-01,0.49,0.52,0.43,0.5,3075486400,0.24331052549237234,24,1,indicator < close
AAPL,-0.4810868951902303,0.9271049251427051,1987-10-01,0.51,0.53,0.25,0.34,6575699200,0.26464568345298256,24,1,indicator < close
