symbol,date,open,high,low,close,volume,moving_average_window_months,Moving_Average,condition
500.PA,2016-01-01,31.69,0.0,0.0,30.52,0,7,31.34142857142857,0
500.PA,2016-02-01,30.31,0.0,0.0,30.33,0,7,31.16142857142857,1
500.PA,2016-03-01,31.07,0.0,0.0,30.87,0,7,30.987142857142857,0
500.PA,2016-04-01,31.2,0.0,0.0,30.82,0,7,31.33571428571429,1
500.PA,2016-05-01,30.9,0.0,0.0,32.26,0,7,31.595714285714283,1
500.PA,2016-06-01,32.18,0.0,0.0,32.4,0,7,31.57428571428571,0
500.PA,2016-07-01,32.4,0.0,0.0,33.37,0,7,31.392857142857142,0
500.PA,2016-08-01,33.36,0.0,0.0,33.53,0,7,31.631428571428568,0
500.PA,2016-09-01,33.37,0.0,0.0,33.23,0,7,32.068571428571424,0
500.PA,2016-10-01,33.19,0.0,0.0,33.44,0,7,32.371428571428574,0
500.PA,2016-11-01,32.97,0.0,0.0,35.82,0,7,32.62428571428571,0
500.PA,2016-12-01,35.68,0.0,0.0,36.73,0,7,33.30714285714286,0
500.PA,2017-01-01,36.73,0.0,0.0,36.53,0,7,33.957142857142856,0
500.PA,2017-02-01,36.71,0.0,0.0,38.6,0,7,34.57285714285714,0
500.PA,2017-03-01,39.4,0.0,0.0,38.39,0,7,35.43571428571429,0
500.PA,2017-04-01,38.49,0.0,0.0,38.09,0,7,36.167142857142856,0
500.PA,2017-05-01,38.16,0.0,0.0,37.39,0,7,36.87714285714286,0
500.PA,2017-06-01,37.74,0.0,0.0,37.09,0,7,37.558571428571426,0
500.PA,2017-07-01,37.3,0.0,0.0,36.61,0,7,37.79,1
500.PA,2017-08-01,36.64,0.0,0.0,36.4,0,7,37.777142857142856,1
500.PA,2017-09-01,36.51,0.0,0.0,37.36,0,7,37.74857142857143,1
500.PA,2017-10-01,37.78,0.0,0.0,38.8,0,7,37.51714285714286,0
500.PA,2017-11-01,38.97,0.0,0.0,39.05,0,7,37.58571428571429,0
500.PA,2017-12-01,39.16,0.0,0.0,39.2,0,7,37.728571428571435,0
500.PA,2018-01-01,39.41,0.0,0.0,39.95,0,7,37.96714285714285,0
500.PA,2018-02-01,39.89,0.0,0.0,39.29,0,7,38.33714285714285,0
500.PA,2018-03-01,38.82,38.72,37.13,37.84,390350,7,38.64857142857142,0
500.PA,2018-04-01,37.84,39.29,36.86,39.24,2184577,7,38.83857142857143,1
500.PA,2018-05-01,39.24,41.53,38.47,41.27,2345620,7,39.04714285714285,0
500.PA,2018-06-01,41.2,42.74,41.17,41.67,2709197,7,39.36571428571428,0
500.PA,2018-07-01,41.23,43.5,41.17,42.78,565537,7,39.66142857142857,0
500.PA,2018-08-01,42.93,44.59,42.77,44.47,428056,7,40.16428571428572,0
500.PA,2018-09-01,44.6,44.86,43.96,44.8,674718,7,40.83714285714286,0
500.PA,2018-10-01,45.08,45.45,41.31,42.88,1368094,7,41.73142857142857,0
500.PA,2018-11-01,42.65,44.24,41.23,43.25,785910,7,42.41857142857143,0
500.PA,2018-12-01,44.28,44.31,37.88,39.27,651570,7,43.138571428571424,0
500.PA,2019-01-01,39.27,42.3,38.41,42.28,331942,7,42.862857142857145,1
500.PA,2019-02-01,42.46,44.56,42.21,44.08,224415,7,43.03857142857142,1
500.PA,2019-03-01,44.25,45.4,43.62,45.35,352469,7,43.22714285714285,0
500.PA,2019-04-01,45.7,47.59,45.65,47.17,502381,7,43.38428571428572,0
500.PA,2019-05-01,47.17,47.39,44.53,44.81,2006398,7,43.682857142857145,0
500.PA,2019-06-01,44.35,47.35,44.04,46.64,1151416,7,43.925714285714285,0
500.PA,2019-07-01,47.54,49.31,47.34,49.05,6895680,7,44.39142857142857,0
500.PA,2019-08-01,48.77,49.3,45.7,48.24,1436665,7,45.74857142857143,0
500.PA,2019-09-01,48.16,50.0,47.96,49.68,1669214,7,46.56285714285714,0
500.PA,2019-10-01,49.95,49.95,47.24,49.42,1623474,7,47.37714285714286,0
500.PA,2019-11-01,49.64,52.25,49.63,52.07,4425455,7,47.940000000000005,0
500.PA,2019-12-01,52.2,53.62,50.56,52.46,1917405,7,48.65857142857143,0
500.PA,2020-01-01,52.46,55.27,52.42,53.46,1045088,7,49.817142857142855,0
500.PA,2020-02-01,53.61,57.53,47.8,48.57,3715345,7,50.684285714285714,0
500.PA,2020-03-01,49.64,51.57,37.38,44.01,2483461,7,50.808571428571426,1
500.PA,2020-04-01,42.0,50.05,41.25,48.93,2471109,7,49.92857142857143,1
500.PA,2020-05-01,48.93,51.06,46.95,49.89,2413019,7,49.78285714285714,1
500.PA,2020-06-01,50.55,52.69,48.27,50.42,2205785,7,49.91285714285714,0
500.PA,2020-07-01,50.85,52.91,50.23,50.68,1806353,7,49.720000000000006,0
500.PA,2020-08-01,51.36,54.84,51.17,54.14,414880,7,49.56285714285714,0
500.PA,2020-09-01,54.21,56.14,50.99,53.25,1444234,7,49.64857142857143,0
500.PA,2020-10-01,53.43,55.74,51.5,51.97,1624961,7,50.190000000000005,0
500.PA,2020-11-01,52.27,57.39,52.25,55.94,12184609,7,51.65714285714286,0
500.PA,2020-12-01,56.69,57.09,55.21,56.58,2508261,7,52.76571428571429,0
500.PA,2021-01-01,56.58,59.33,55.73,57.2,1538769,7,53.62714285714286,0
500.PA,2021-02-01,57.42,60.79,57.31,59.14,1917343,7,54.565714285714286,0
500.PA,2021-03-01,59.56,63.34,58.49,63.33,2026995,7,55.737142857142864,0
500.PA,2021-04-01,63.44,65.52,63.39,64.95,2894903,7,57.05571428571428,0
500.PA,2021-05-01,65.17,65.36,62.19,64.24,1549777,7,58.73285714285714,0
500.PA,2021-06-01,64.45,67.86,64.1,67.83,2689268,7,60.472857142857144,0
500.PA,2021-07-01,68.06,70.26,67.36,69.5,592069,7,62.097142857142856,0
500.PA,2021-08-01,69.81,72.19,69.1,72.07,662627,7,63.987142857142864,0
500.PA,2021-09-01,72.19,72.3,69.68,70.56,1416056,7,66.09714285714286,0
500.PA,2021-10-01,69.33,74.82,69.24,74.82,1621084,7,67.49285714285715,0
500.PA,2021-11-01,75.0,79.37,74.68,76.55,998685,7,69.14428571428572,0
500.PA,2021-12-01,76.51,80.2,74.89,79.53,222051,7,70.76428571428572,0
500.PA,2022-01-01,79.59,80.5,71.41,75.16,1120977,7,72.92714285714285,0
500.PA,2022-02-01,75.58,76.57,69.35,73.71,3262393,7,74.00142857142858,0
500.PA,2022-03-01,73.93,79.06,71.16,78.26,601551,7,74.59,1
500.PA,2022-04-01,77.8,79.1,74.35,75.84,345912,7,75.39142857142858,0
500.PA,2022-05-01,74.62,76.68,68.45,72.79,235444,7,76.14714285714285,1
500.PA,2022-06-01,73.29,73.82,66.0,68.6,221368,7,75.90285714285714,1
500.PA,2022-07-01,68.03,76.95,68.03,76.25,130455,7,74.69142857142857,1
500.PA,2022-08-01,76.49,80.65,75.16,75.22,171685,7,74.24857142857142,0
500.PA,2022-09-01,74.67,77.6,70.77,71.32,345506,7,74.11857142857143,0
500.PA,2022-10-01,69.93,75.11,69.0,74.75,130409,7,73.54714285714286,1
500.PA,2022-11-01,74.9,75.16,71.6,73.28,152729,7,73.13285714285715,0
500.PA,2022-12-01,74.9,74.9,68.1,68.38,220614,7,73.17285714285715,0
500.PA,2023-01-01,69.23,71.74,68.85,71.28,243328,7,72.59285714285714,1
500.PA,2023-02-01,71.59,74.41,71.07,71.97,258627,7,73.10142857142857,1
500.PA,2023-03-01,71.78,73.23,68.37,72.18,489862,7,72.42857142857143,1
500.PA,2023-04-01,72.83,73.28,70.6,72.31,141446,7,72.16571428571429,0
500.PA,2023-05-01,72.31,76.05,70.6,75.28,172743,7,72.50571428571429,1
500.PA,2023-06-01,75.53,78.59,74.9,78.59,166060,7,72.5957142857143,0
500.PA,2023-07-01,78.78,80.74,77.13,80.19,162361,7,73.14999999999999,0
500.PA,2023-08-01,80.53,80.71,77.21,80.63,170702,7,74.76428571428572,0
500.PA,2023-09-01,80.35,81.9,78.25,78.89,196679,7,76.01571428571428,0
500.PA,2023-10-01,78.79,80.45,75.4,76.5,182207,7,77.01714285714286,0
500.PA,2023-11-01,76.72,81.36,76.58,80.86,209351,7,77.57285714285715,1
500.PA,2023-12-01,81.25,84.56,81.21,83.58,284246,7,78.85000000000001,0
500.PA,2024-01-01,83.58,88.5,83.13,87.45,384640,7,80.0,0
500.PA,2024-02-01,87.5,91.83,86.96,91.35,273492,7,81.24571428571429,0
500.PA,2024-03-01,91.87,94.85,90.73,94.64,205287,7,82.86571428571429,0
500.PA,2024-04-01,94.64,96.0,90.9,92.7,369204,7,84.90714285714286,0
500.PA,2024-05-01,92.7,96.3,91.5,93.74,145420,7,86.89428571428572,0
500.PA,2024-06-01,95.2,100.95,94.23,100.26,232075,7,89.53428571428572,0
500.PA,2024-07-01,99.42,101.63,97.28,99.89,239857,7,92.13,0
500.PA,2024-08-01,100.16,100.75,90.89,99.09,270650,7,94.49857142857142,0
500.PA,2024-09-01,99.69,101.61,95.6,100.77,299639,7,96.24,0
500.PA,2024-10-01,101.3,106.6,100.57,103.46,352733,7,97.58714285714284,0
500.PA,2024-11-01,103.21,112.73,102.69,112.28,529386,7,98.81142857142856,0
500.PA,2024-12-01,112.65,114.08,109.6,111.99,483840,7,101.66142857142857,0
500.PA,2025-01-01,111.99,115.88,110.75,115.51,537430,7,104.05999999999999,0
500.PA,2025-02-01,114.23,115.84,110.66,111.33,448241,7,106.17571428571429,0
500.PA,2025-03-01,112.82,112.91,100.05,101.13,589459,7,107.98428571428572,0
500.PA,2025-04-01,102.29,102.81,86.0,95.97,1036049,7,108.35571428571428,1
500.PA,2025-05-01,95.97,104.95,95.97,102.46,490961,7,107.59428571428573,1
500.PA,2025-06-01,101.78,104.56,101.2,104.09,289554,7,107.39,1
500.PA,2025-07-01,104.02,111.3,103.35,110.44,395746,7,106.15714285714286,1
500.PA,2025-08-01,109.33,110.66,106.26,109.21,224904,7,105.77714285714286,0
500.PA,2025-09-01,109.11,112.97,108.23,112.28,220912,7,105.0457142857143,0
500.PA,2025-10-01,111.64,118.11,110.58,117.6,260477,7,104.87714285714286,0
500.PA,2025-11-01,117.69,118.46,112.12,116.98,200383,7,107.07714285714285,0
500.PA,2025-12-01,116.29,117.43,113.94,116.44,168527,7,109.98,0
500.PA,2026-01-01,116.44,119.4,114.38,116.04,217433,7,112.07428571428571,0
500.PA,2026-02-01,115.22,117.9,113.92,115.68,206874,7,113.67428571428572,0
500.PA,2026-03-01,115.0,117.72,114.18,115.28,90329,7,114.48428571428572,0
