symbol,date,open,high,low,close,volume,Moving_Average,condition
500.PA,2013-02-01,17.95,0.0,0.0,18.85,0,17.876666666666665,0
500.PA,2013-03-01,19.02,0.0,0.0,19.9,0,18.043333333333333,0
500.PA,2013-04-01,19.92,0.0,0.0,19.75,0,18.353333333333335,0
500.PA,2013-05-01,19.56,0.0,0.0,20.55,0,18.641666666666666,0
500.PA,2013-06-01,20.57,0.0,0.0,20.21,0,19.158333333333335,0
500.PA,2013-07-01,20.26,0.0,0.0,20.78,0,19.546666666666667,0
500.PA,2013-08-01,21.12,0.0,0.0,20.31,0,20.075,0
500.PA,2013-09-01,20.31,0.0,0.0,20.4,0,20.290000000000003,0
500.PA,2013-10-01,20.58,0.0,0.0,21.23,0,20.4,0
500.PA,2013-11-01,21.47,0.0,0.0,21.84,0,20.718333333333334,0
500.PA,2013-12-01,21.87,0.0,0.0,22.11,0,20.935,0
500.PA,2014-01-01,22.11,0.0,0.0,21.81,0,21.243333333333332,0
500.PA,2014-02-01,21.26,0.0,0.0,22.26,0,21.266666666666666,1
500.PA,2014-03-01,22.15,0.0,0.0,22.48,0,21.573333333333334,0
500.PA,2014-04-01,22.62,0.0,0.0,22.51,0,21.91333333333333,0
500.PA,2014-05-01,22.5,0.0,0.0,23.39,0,22.084999999999997,0
500.PA,2014-06-01,23.47,0.0,0.0,23.78,0,22.351666666666663,0
500.PA,2014-07-01,23.97,0.0,0.0,24.0,0,22.661666666666665,0
500.PA,2014-08-01,23.84,0.0,0.0,25.33,0,23.09166666666667,0
500.PA,2014-09-01,25.4,0.0,0.0,26.04,0,23.633333333333336,0
500.PA,2014-10-01,25.77,0.0,0.0,26.89,0,24.15833333333333,0
500.PA,2014-11-01,26.98,0.0,0.0,27.73,0,24.905,0
500.PA,2014-12-01,27.52,0.0,0.0,28.49,0,25.58,0
500.PA,2015-01-01,28.65,0.0,0.0,29.62,0,26.36,0
500.PA,2015-02-01,29.85,0.0,0.0,31.5,0,27.361666666666665,0
500.PA,2015-03-01,31.75,0.0,0.0,32.36,0,28.419999999999998,0
500.PA,2015-04-01,32.18,0.0,0.0,31.31,0,29.488333333333333,0
500.PA,2015-05-01,31.87,0.0,0.0,32.39,0,30.30333333333333,0
500.PA,2015-06-01,32.65,0.0,0.0,31.24,0,31.15833333333333,0
500.PA,2015-07-01,31.57,0.0,0.0,32.15,0,31.645,1
500.PA,2015-08-01,32.29,0.0,0.0,29.77,0,32.05166666666667,0
500.PA,2015-09-01,28.76,0.0,0.0,29.13,0,31.55333333333333,1
500.PA,2015-10-01,29.08,0.0,0.0,31.91,0,31.036666666666665,1
500.PA,2015-11-01,32.33,0.0,0.0,33.46,0,31.113333333333333,0
500.PA,2015-12-01,33.67,0.0,0.0,32.0,0,31.283333333333335,0
500.PA,2016-01-01,31.69,0.0,0.0,30.52,0,31.30333333333333,0
500.PA,2016-02-01,30.31,0.0,0.0,30.33,0,30.973333333333333,1
500.PA,2016-03-01,31.07,0.0,0.0,30.87,0,31.358333333333334,1
500.PA,2016-04-01,31.2,0.0,0.0,30.82,0,31.71166666666667,1
500.PA,2016-05-01,30.9,0.0,0.0,32.26,0,31.47333333333333,1
500.PA,2016-06-01,32.18,0.0,0.0,32.4,0,31.224999999999998,0
500.PA,2016-07-01,32.4,0.0,0.0,33.37,0,31.343333333333334,0
500.PA,2016-08-01,33.36,0.0,0.0,33.53,0,31.851666666666663,0
500.PA,2016-09-01,33.37,0.0,0.0,33.23,0,32.235,0
500.PA,2016-10-01,33.19,0.0,0.0,33.44,0,32.56666666666666,0
500.PA,2016-11-01,32.97,0.0,0.0,35.82,0,32.91166666666667,0
500.PA,2016-12-01,35.68,0.0,0.0,36.73,0,33.495,0
500.PA,2017-01-01,36.73,0.0,0.0,36.53,0,34.21666666666666,0
500.PA,2017-02-01,36.71,0.0,0.0,38.6,0,34.775,0
500.PA,2017-03-01,39.4,0.0,0.0,38.39,0,35.78,0
500.PA,2017-04-01,38.49,0.0,0.0,38.09,0,36.663333333333334,0
500.PA,2017-05-01,38.16,0.0,0.0,37.39,0,37.52833333333333,0
500.PA,2017-06-01,37.74,0.0,0.0,37.09,0,37.87166666666666,1
500.PA,2017-07-01,37.3,0.0,0.0,36.61,0,37.96666666666667,1
500.PA,2017-08-01,36.64,0.0,0.0,36.4,0,37.955,1
500.PA,2017-09-01,36.51,0.0,0.0,37.36,0,37.47333333333333,1
500.PA,2017-10-01,37.78,0.0,0.0,38.8,0,37.355,0
500.PA,2017-11-01,38.97,0.0,0.0,39.05,0,37.49,0
500.PA,2017-12-01,39.16,0.0,0.0,39.2,0,37.72666666666667,0
500.PA,2018-01-01,39.41,0.0,0.0,39.95,0,38.07833333333333,0
500.PA,2018-02-01,39.89,0.0,0.0,39.29,0,38.62,0
500.PA,2018-03-01,38.82,38.72,37.13,37.84,390350,39.005,1
500.PA,2018-04-01,37.84,39.29,36.86,39.24,2184577,39.015,1
500.PA,2018-05-01,39.24,41.53,38.47,41.27,2345620,39.06,0
500.PA,2018-06-01,41.2,42.74,41.17,41.67,2709197,39.4,0
500.PA,2018-07-01,41.23,43.5,41.17,42.78,565537,39.70333333333334,0
500.PA,2018-08-01,42.93,44.59,42.77,44.47,428056,40.21,0
500.PA,2018-09-01,44.6,44.86,43.96,44.8,674718,41.17333333333334,0
500.PA,2018-10-01,45.08,45.45,41.31,42.88,1368094,42.38,0
500.PA,2018-11-01,42.65,44.24,41.23,43.25,785910,42.94833333333333,1
500.PA,2018-12-01,44.28,44.31,37.88,39.27,651570,43.461666666666666,0
500.PA,2019-01-01,39.27,42.3,38.41,42.28,331942,43.135,1
500.PA,2019-02-01,42.46,44.56,42.21,44.08,224415,43.05666666666667,1
500.PA,2019-03-01,44.25,45.4,43.62,45.35,352469,42.998333333333335,0
500.PA,2019-04-01,45.7,47.59,45.65,47.17,502381,43.10166666666667,0
500.PA,2019-05-01,47.17,47.39,44.53,44.81,2006398,43.855,0
500.PA,2019-06-01,44.35,47.35,44.04,46.64,1151416,43.86666666666667,0
500.PA,2019-07-01,47.54,49.31,47.34,49.05,6895680,45.245000000000005,0
500.PA,2019-08-01,48.77,49.3,45.7,48.24,1436665,46.296666666666674,0
500.PA,2019-09-01,48.16,50.0,47.96,49.68,1669214,46.94833333333333,0
500.PA,2019-10-01,49.95,49.95,47.24,49.42,1623474,47.656666666666666,0
500.PA,2019-11-01,49.64,52.25,49.63,52.07,4425455,48.068333333333335,0
500.PA,2019-12-01,52.2,53.62,50.56,52.46,1917405,49.376666666666665,0
500.PA,2020-01-01,52.46,55.27,52.42,53.46,1045088,50.196666666666665,0
500.PA,2020-02-01,53.61,57.53,47.8,48.57,3715345,51.00333333333334,0
500.PA,2020-03-01,49.64,51.57,37.38,44.01,2483461,51.25,1
500.PA,2020-04-01,42.0,50.05,41.25,48.93,2471109,49.925000000000004,1
500.PA,2020-05-01,48.93,51.06,46.95,49.89,2413019,49.80666666666667,1
500.PA,2020-06-01,50.55,52.69,48.27,50.42,2205785,49.531666666666666,0
500.PA,2020-07-01,50.85,52.91,50.23,50.68,1806353,49.26333333333333,0
500.PA,2020-08-01,51.36,54.84,51.17,54.14,414880,48.88833333333333,0
500.PA,2020-09-01,54.21,56.14,50.99,53.25,1444234,49.65,0
500.PA,2020-10-01,53.43,55.74,51.5,51.97,1624961,51.555,0
500.PA,2020-11-01,52.27,57.39,52.25,55.94,12184609,52.11166666666666,0
500.PA,2020-12-01,56.69,57.09,55.21,56.58,2508261,53.13500000000001,0
500.PA,2021-01-01,56.58,59.33,55.73,57.2,1538769,54.09,0
500.PA,2021-02-01,57.42,60.79,57.31,59.14,1917343,55.1,0
500.PA,2021-03-01,59.56,63.34,58.49,63.33,2026995,55.991666666666674,0
500.PA,2021-04-01,63.44,65.52,63.39,64.95,2894903,57.660000000000004,0
500.PA,2021-05-01,65.17,65.36,62.19,64.24,1549777,59.81,0
500.PA,2021-06-01,64.45,67.86,64.1,67.83,2689268,61.10333333333333,0
500.PA,2021-07-01,68.06,70.26,67.36,69.5,592069,63.01666666666667,0
500.PA,2021-08-01,69.81,72.19,69.1,72.07,662627,65.08166666666666,0
500.PA,2021-09-01,72.19,72.3,69.68,70.56,1416056,67.18666666666667,0
500.PA,2021-10-01,69.33,74.82,69.24,74.82,1621084,68.16833333333334,0
500.PA,2021-11-01,75.0,79.37,74.68,76.55,998685,69.80666666666667,0
500.PA,2021-12-01,76.51,80.2,74.89,79.53,222051,71.81666666666666,0
500.PA,2022-01-01,79.59,80.5,71.41,75.16,1120977,73.73833333333334,0
500.PA,2022-02-01,75.58,76.57,69.35,73.71,3262393,74.7,0
500.PA,2022-03-01,73.93,79.06,71.16,78.26,601551,74.99,1
500.PA,2022-04-01,77.8,79.1,74.35,75.84,345912,76.40166666666666,0
500.PA,2022-05-01,74.62,76.68,68.45,72.79,235444,76.33833333333332,1
500.PA,2022-06-01,73.29,73.82,66.0,68.6,221368,75.80166666666666,1
500.PA,2022-07-01,68.03,76.95,68.03,76.25,130455,73.87500000000001,1
500.PA,2022-08-01,76.49,80.65,75.16,75.22,171685,74.02666666666666,0
500.PA,2022-09-01,74.67,77.6,70.77,71.32,345506,74.14999999999999,0
500.PA,2022-10-01,69.93,75.11,69.0,74.75,130409,72.83833333333334,1
500.PA,2022-11-01,74.9,75.16,71.6,73.28,152729,72.885,0
500.PA,2022-12-01,74.9,74.9,68.1,68.38,220614,73.15333333333334,0
500.PA,2023-01-01,69.23,71.74,68.85,71.28,243328,73.35333333333334,1
500.PA,2023-02-01,71.59,74.41,71.07,71.97,258627,72.53666666666668,1
500.PA,2023-03-01,71.78,73.23,68.37,72.18,489862,72.055,1
500.PA,2023-04-01,72.83,73.28,70.6,72.31,141446,72.53833333333334,0
500.PA,2023-05-01,72.31,76.05,70.6,75.28,172743,72.10666666666667,0
500.PA,2023-06-01,75.53,78.59,74.9,78.59,166060,72.21166666666667,0
500.PA,2023-07-01,78.78,80.74,77.13,80.19,162361,73.80333333333333,0
500.PA,2023-08-01,80.53,80.71,77.21,80.63,170702,75.29333333333334,0
500.PA,2023-09-01,80.35,81.9,78.25,78.89,196679,76.72166666666666,0
500.PA,2023-10-01,78.79,80.45,75.4,76.5,182207,77.715,0
500.PA,2023-11-01,76.72,81.36,76.58,80.86,209351,78.45,1
500.PA,2023-12-01,81.25,84.56,81.21,83.58,284246,79.40333333333332,0
500.PA,2024-01-01,83.58,88.5,83.13,87.45,384640,80.20333333333333,0
500.PA,2024-02-01,87.5,91.83,86.96,91.35,273492,81.365,0
500.PA,2024-03-01,91.87,94.85,90.73,94.64,205287,83.28500000000001,0
500.PA,2024-04-01,94.64,96.0,90.9,92.7,369204,85.92666666666666,0
500.PA,2024-05-01,92.7,96.3,91.5,93.74,145420,88.58999999999999,0
500.PA,2024-06-01,95.2,100.95,94.23,100.26,232075,90.915,0
500.PA,2024-07-01,99.42,101.63,97.28,99.89,239857,93.555,0
500.PA,2024-08-01,100.16,100.75,90.89,99.09,270650,95.665,0
500.PA,2024-09-01,99.69,101.61,95.6,100.77,299639,96.96833333333332,0
500.PA,2024-10-01,101.3,106.6,100.57,103.46,352733,98.07833333333333,0
500.PA,2024-11-01,103.21,112.73,102.69,112.28,529386,99.83,0
500.PA,2024-12-01,112.65,114.08,109.6,111.99,483840,102.73833333333333,0
500.PA,2025-01-01,111.99,115.88,110.75,115.51,537430,104.83333333333333,0
500.PA,2025-02-01,114.23,115.84,110.66,111.33,448241,107.17833333333334,0
500.PA,2025-03-01,112.82,112.91,100.05,101.13,589459,109.36666666666666,0
500.PA,2025-04-01,102.29,102.81,86.0,95.97,1036049,109.53166666666668,1
500.PA,2025-05-01,95.97,104.95,95.97,102.46,490961,108.325,1
500.PA,2025-06-01,101.78,104.56,101.2,104.09,289554,106.51333333333334,1
500.PA,2025-07-01,104.02,111.3,103.35,110.44,395746,105.185,1
500.PA,2025-08-01,109.33,110.66,106.26,109.21,224904,104.36833333333334,0
500.PA,2025-09-01,109.11,112.97,108.23,112.28,220912,103.75,0
500.PA,2025-10-01,111.64,118.11,110.58,117.6,260477,105.30833333333332,0
500.PA,2025-11-01,117.69,118.46,112.12,116.98,200383,108.92833333333333,0
500.PA,2025-12-01,116.29,117.43,113.94,116.44,168527,111.34666666666665,0
500.PA,2026-01-01,116.44,119.4,114.38,116.04,217433,113.41666666666667,0
500.PA,2026-02-01,115.22,117.9,113.92,115.68,206874,114.39833333333335,0
500.PA,2026-03-01,115.0,117.72,114.18,115.28,90329,115.38000000000001,1
