symbol,date,open,high,low,close,volume,Moving_Average,condition
DHER.DE,2017-06-01,26.9,27.8,25.26,27.8,11407039,,0
DHER.DE,2017-07-01,28.25,29.8,25.42,27.7,2236473,,0
DHER.DE,2017-08-01,28.2,30.79,26.54,30.1,1119287,,0
DHER.DE,2017-09-01,30.3,37.0,29.83,33.5,1266841,,0
DHER.DE,2017-10-01,33.78,38.4,32.29,36.63,937821,,0
DHER.DE,2017-11-01,37.49,39.75,36.33,38.9,1097242,30.820000000000004,0
DHER.DE,2017-12-01,39.38,39.95,32.22,33.0,4389578,32.9,0
DHER.DE,2018-01-01,33.0,35.32,31.4,34.56,5801286,33.69166666666667,1
DHER.DE,2018-02-01,34.84,36.68,30.4,36.0,5384916,34.79833333333334,0
DHER.DE,2018-03-01,35.88,40.46,35.3,39.3,8319206,35.72833333333333,0
DHER.DE,2018-04-01,39.3,41.2,37.28,39.6,5644160,36.64833333333333,0
DHER.DE,2018-05-01,39.6,40.96,37.78,39.32,16054415,37.0,0
DHER.DE,2018-06-01,38.72,46.0,38.72,45.58,11851069,36.89,0
DHER.DE,2018-07-01,45.48,52.35,45.3,48.58,7538294,38.97,0
DHER.DE,2018-08-01,48.62,49.88,44.48,47.46,7985225,41.266666666666666,0
DHER.DE,2018-09-01,47.5,47.68,41.16,41.42,7242977,43.203333333333326,0
DHER.DE,2018-10-01,41.22,41.86,32.84,35.64,8848554,43.52333333333333,1
DHER.DE,2018-11-01,35.38,39.64,30.24,32.14,7799862,42.81999999999999,1
DHER.DE,2018-12-01,33.38,34.6,27.48,32.5,6852785,41.93,1
DHER.DE,2019-01-01,32.5,34.0,29.0,32.2,7050238,39.766666666666666,1
DHER.DE,2019-02-01,32.3,36.94,31.26,34.08,6907445,37.04666666666667,1
DHER.DE,2019-03-01,34.3,35.9,31.5,32.2,6714007,34.846666666666664,1
DHER.DE,2019-04-01,32.49,41.28,32.37,41.09,9315017,33.391666666666666,1
DHER.DE,2019-05-01,41.09,43.0,37.64,38.55,10181834,34.343333333333334,0
DHER.DE,2019-06-01,38.45,43.28,36.89,39.89,8093269,35.18833333333333,0
DHER.DE,2019-07-01,40.43,44.34,38.45,43.58,8828979,36.51,0
DHER.DE,2019-08-01,43.8,47.05,41.76,45.96,8322155,38.42666666666667,0
DHER.DE,2019-09-01,46.2,48.79,40.51,40.76,7720201,40.410000000000004,0
DHER.DE,2019-10-01,40.74,46.0,38.59,42.03,9270326,41.785000000000004,1
DHER.DE,2019-11-01,41.73,48.52,40.47,48.0,7118671,41.891666666666666,1
DHER.DE,2019-12-01,47.79,71.72,47.51,70.56,10678792,43.44833333333333,0
DHER.DE,2020-01-01,70.56,72.18,64.58,69.62,10597357,48.47,0
DHER.DE,2020-02-01,69.72,81.62,64.5,68.0,11185012,52.79,0
DHER.DE,2020-03-01,72.0,73.26,50.18,67.96,16883690,57.09,0
DHER.DE,2020-04-01,66.6,81.62,58.54,77.0,8602825,61.4,0
